Artist,Title,Lyric,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
Justin Bieber,Runaway Love (Remix),raekwon visual visual jb yo ye what up raekwon   raekwon you got stacks like the international house of pancakes all alone ready to phone me and your hand shakes palms is wet a don's regret never to walk miles for love i sit in the starter's deck it just happened i was floatin' you seen the captain blinked at me then i threw him my thinking cap take her then we could slide to jamaica shop for like a year or two stop in diego it's obvious i want to see who your mami is we just friends so she can't clyde bonnie this fly walls dinin' in fly halls come to the master suite leave every piece in the master hall all my money tied in knots stand over there that's why i make it happen on blocks brazil cut sweater audi leather playin' the field tryin' to outslick baretta   justin bieber you see my baby up and hit the road where she's going that's what nobody knows i need to find her 'fore another man does i wouldn't want him to steal my love  pre justin bieber i'm just tryna be cool cool cool tryna be cool what you expect me to do i'm just tryna find find find this sweet love of mine   justin bieber i'm running out of time where is my runaway love searching low and high know that i'm not letting up i'd give it all up for us but it'll never be enough i won't stop until i find my runaway love   kanye west last name west and my teeth diamonds she said yo what's your occupation crazy rhymin' listen to wutang tryin' suits on accoutrements is grey poupon stuntin' in a hightop louis shorts is the coogis open up the door when you take her to the movies when you meet the parents you tell de niro her boyfriend a zero she need to cut the weirdo next show they gotta up the zeros nobody rockin' like this 6 years old the hard drums and the wally's somethin' that caught me i'm tellin' you what wutang taught me the young youth rockin' the gold tooth pull up in a drop top old school bumpin' to cash rules no question we the reason why the summer's blazin' then say you lookin' good fly colored asian raw i give it to ya no trivia she used to roll with my gunit like olivia 'til she caught me gettin' numbers and hugs i guess that's the day she became a runaway love   justin bieber i'm running out of time where is my runaway love searching low and high know that i'm not letting up i'd give it all up for us but it'll never be enough i won't stop until i find my runaway love   justin bieber why can't i find you love of mine when you're standing in front of my face oh why i must be blind how did i let you get away hahah yeah  4 raekwon leave it up to the most high sittin' in ghost fly chillin' with two of my brothers we both live on deck baggin' 'em on set this is how we roll independent she a go i'ma go get take that queen or shorty up we can live it up every month baby girl just call me up wakin' up restin' in cold sweats thinkin' of this bitch the videotapes even the stress my mind is a terrible thing to waste no love lost i know i'm goin' crazy i can't floss me my lady left my homies it's all baloney just like rockin' the old ponys so when i'm chillin' i'm just lost no more feelin' i need my honey in my life get that feel me take your time rae justin yeah you shine my runaway love didn't mind come on   justin bieber i'm running out of time where is my runaway love searching low and high know that i'm not letting up i'd give it all up for us but it'll never be enough i won't stop until i find my runaway love i'm running out of time where is my runaway love searching low and high know that i'm not letting up i'd give it all up for us but it'll never be enough i won't stop until i find my runaway love,0.007,0.009,0.007,0.015,0.017,0.002,0.004,0.006,0.003,0.003,0.005,0.001,0.001,0.016,0.001,0.001,0.001,0.01,0.002,0.001,0.002,0.001,0.012,0.001,0.0,0.002,0.011,0.915
Justin Bieber,Roller Coaster,come here i don't know what happened   where did they go nights like this dont happen anymore i need to know is it me and did i lose control slow it down  pre lonely overseas only memories wish i had the key to your heart people come and go baby they dont know what we had before but it fell before our eyes   roller coaster roller coaster spinning all around and around for a while baby roller coaster roller coaster for a minute we were up but the next we were falling down   it's been difficult i'm just happy there's no flights no more but it's nights like this that i never ever missed you more there's a reason what this happened for yeah but i can't help but feel like  pre lonely overseas only memories wish i had the key to your heart people come and go baby they dont know what we had before but it fell before our eyes   roller coaster roller coaster spinning all around and around for a while baby roller coaster roller coaster for a minute we were up but the next we were falling down   bounce  pre lonely overseas only memories wish i had the key to your heart people come and go baby they dont know what we had before but it fell before our eyes   roller coaster roller coaster spinning all around and around for a while baby roller coaster roller coaster for a minute we were up but the next we were falling down,0.003,0.006,0.026,0.048,0.016,0.007,0.624,0.366,0.004,0.037,0.055,0.01,0.013,0.005,0.007,0.003,0.004,0.002,0.006,0.006,0.011,0.002,0.026,0.003,0.006,0.045,0.024,0.143
Justin Bieber,Believe,believe believe believe believe   i don't know how i got here uh i knew it wouldn't be easy but your faith in me was so clear  pre it didn't matter how many times i got knocked on the floor you knew one day i would be standing tall just look at me now   cause everything starts from something but something would be nothing nothing if your heart didn't dream with me where would i be if you didn't believe believe   there were days when i was just broken you know there were nights when i was doubting myself but you kept my heart from folding  pre it didn't matter how many times i got knocked on the floor you knew one day i would be standing tall just look at us now   cause everything starts from something but something would be nothing nothing if your heart didn't dream with me where would i be if you didn't believe believe   where would i be if you if you didn't believe wouldn't know how it feels to touch the sky if you didn't believe believe believe  pre it didn't matter how many times i got knocked on the floor you knew one day i would be standing tall just look at us now   cause everything starts from something but something would be nothing nothing if your heart didn't dream with me cause everything starts from something but something would be nothing nothing if your heart didn't dream with me where would i be if you didn't believe believe   where would i be if you yeah if you didn't believe wouldn't know how it feels to touch the sky yeah if you didn't believe believe believe where would i be if you didn't believe,0.017,0.002,0.004,0.028,0.121,0.006,0.075,0.008,0.004,0.06,0.074,0.006,0.009,0.007,0.009,0.006,0.002,0.006,0.002,0.005,0.072,0.004,0.253,0.007,0.003,0.007,0.067,0.26
Justin Bieber,Somebody to Love,for you i'd write a symphony i'd tell the violin it's time to sink or swim watch them play for ya for you i'd be whoa oh running a thousand miles just to get to where you are step to the beat of my heart  pre i don't need a whole lot but for you i admit i i'd rather give you the world or we can share mine i know i won't be the first one giving you all this attention baby listen   i just need somebody to love i don't need too much just somebody to love somebody to love i don't need nothing else i promise girl i swear i just need somebody to love i need somebody i need somebody i need somebody i need somebody   every day i bring the sun around i sweep away the clouds smile for me i would take every second every single time spend it like my last dime step to the beat of my heart  pre i don't need a whole lot but for you i admit i i'd rather give you the world or we can share mine i know i won't be the first one giving you all this attention baby listen   i just need somebody to love i don't need too much just somebody to love somebody to love i don't need nothing else i promise girl i swear i just need somebody to love i need somebody i need somebody i need somebody i need somebody somebody to love i need somebody i need somebody i need somebody i need somebody i just need somebody to love   and you can have it all anything you want i can bring give you the finer things yeah but what i really want i can't find cause money can't find me somebody to love oh oh find me somebody to love oh   i just need somebody to love i don't need too much just somebody to love somebody to love i don't need nothing else i promise girl i swear i just need somebody to love i need somebody i need somebody i need somebody i need somebody somebody to love i need somebody i need somebody i need somebody i need somebody i just need somebody to love   i need somebody i need somebody i need somebody to love is she out there is she out there is she out there is she out there i just need somebody to love,0.011,0.016,0.005,0.009,0.028,0.036,0.003,0.007,0.024,0.002,0.003,0.001,0.001,0.023,0.003,0.001,0.001,0.019,0.006,0.002,0.03,0.001,0.007,0.001,0.0,0.003,0.003,0.84
Justin Bieber,Overboard,jessica jarrell it feels like we've been out at sea oh so back and forth that's how it seems oh and when i wanna talk you say to me that if it's meant to be it will be woah  pre jessica jarrell so crazy is this thing we call love and now that we've got it we just can't give up i'm reaching out for you got me out here in the water and i   justin bieber i'm overboard and i need your love to pull me up i can't swim on my own it's too much feels like i'm drowning without your love so throw yourself out to me my lifesaver life saver oh life saver oh my life saver life saver oh life saver oh whoa   justin bieber i never understood you when you'd say oh you wanted me to meet you halfway woah i felt like i was doing my part you kept thinking you were coming up short it's funny how things change cause now i see oh  pre justin bieber so crazy is this thing we call love and now that we've got it we just can't give up i'm reaching out for ya got me out here in the water and i   justin bieber i'm overboard and i need your love to pull me up i can't swim on my own it's too much feels like i'm drowning without your love so throw yourself out to me my lifesaver   justin bieber  jessica jarrell oh it's supposed to be some give and take i know but you're only taking and not giving anymore so what do i do cause i still love you and you're the only one who can save me woah woah woah   justin bieber  jessica jarrell i'm overboard and i need your love to pull me up i can't swim on my own it's too much feels like i'm drowning without your love so throw yourself out to me my lifesaver life saver oh life saver oh my life saver life saver oh life saver oh whoa life saver oh life saver oh my life saver life saver oh life saver oh yeah,0.002,0.026,0.004,0.02,0.009,0.002,0.025,0.059,0.005,0.004,0.004,0.002,0.001,0.012,0.001,0.0,0.001,0.01,0.002,0.001,0.005,0.001,0.023,0.001,0.0,0.004,0.016,0.841
Justin Bieber,Catching Feelings,sun comes up on another morning my mind never wakes up without you on it and it's crazy to me i even see you in my dreams is this meant to be could this be happening to me yeah we were best of friends since we were this high so why do i get nervous every time you walk by we would be on the phone all day now i can't find the words to say to you now what am i supposed to do   could it be a possibility i'm tryna see what's up it's been me for you and you for me maybe now is time for us tryna keep it all together but enough is enough they say we're too young for love but i'm catching feelings catching feelings girl   in my head we're already together i'm good alone but with you i'm better i just want to see you smile just say the word and i'll be right there i ain't never going nowhere i'm just tryna see where this can take us cause everything about you girl is so contagious i think i finally got it down and all that's left to do now is get out the mirror and say it to her yeah   could it be a possibility i'm tryna see what's up it's been me for you and you for me maybe now is time for us tryna keep it all together but enough is enough they say we're too young for love but i'm catching feelings catching feelings girl   should i tell her how i really feel should i move in close or just be still how will i know cause if i take a chance and i touch her hand will everything change how do i know if she feels the same oh   could it be a possibility i'm tryna see what's up it's been me for you and you for me maybe now is time for us tryna keep it all together but enough is enough they say we're too young for love but i'm catching feelings catching feelings girl   catching feelings catching feelings,0.018,0.021,0.007,0.016,0.025,0.044,0.009,0.059,0.051,0.008,0.004,0.002,0.004,0.54,0.011,0.004,0.004,0.213,0.035,0.013,0.022,0.006,0.024,0.01,0.003,0.016,0.079,0.219
Justin Bieber,Love Me Like You Do,love me like you do love me like you do like you do hold me tight and don't let go what am i to do when you love me like you do like you do hold me tight and don't let go   baby baby baby teach me teach me teach me show me show me show me the way to your heart ooh my baby baby i'm begging lady lady put me in the middle that's where i'mma start uh huh  pre i like how your eyes complementing you hair the way that them jeans fit is making me stare promise i'll be here forever i swear our bodies touching while you   love me like you do love me like you do like you do hold me tight and don't let go what am i to do when you love me like you do like you do hold me tight and don't let go   baby baby baby will let me let me let me let me let me let me be all you your desire pretty baby baby i'm begging lady lady take me to the top now and i'll take you higher  pre i like how your eyes complementing you hair the way that them jeans fit is making me stare promise i'll be here forever i swear kissing on your neck while you   love me like you do love me like you do like you do hold me tight and don't let go what am i to do when you love me like you do like you do hold me tight and don't let go   alright okay right there my way cause when you love me i can feel it when your heart beats i can hear it be quiet don't say a word don't say nothing girl i'm all yours love me like you do but let me go first listen to these words right here   love me like you do love me like it's new love me like you love me like there's nothing left to lose we'll hop up in the benz if you're tryna cruise hop up in them bed baby if you're trying to snooze louis v shoes look at me do it got a lot of secrets baby can you guess clues and if you had a choice i know what'd you choose you'd choose me right   love me like you do love me like you do like you do hold me tight and don't let go what am i to do when you love me like you do like you do hold me tight and don't let go,0.017,0.006,0.018,0.015,0.017,0.037,0.01,0.013,0.012,0.008,0.011,0.003,0.002,0.006,0.004,0.006,0.001,0.008,0.878,0.003,0.01,0.002,0.004,0.002,0.002,0.023,0.003,0.038
Justin Bieber,The Most,where are you now that i need you where are you now that i need you need you the most when you broke down i didn't leave you i stayed by your side so where are you now that i need you need you the most   i gave you attention when nobody else was paying i gave you the shirt off my back what you saying to keep you warm i showed you the game everybody else was playing that's for sure and i was on my knees when nobody else was praying oh lord   where are you now that i need you where are you now that i need you need you the most when you broke down i didn't leave you i stayed by your side so where are you now that i need you need you the most   i gave you my heart when you said yours was broken yes i did i gave you the key when the door wasn't open just admit it see i gave you faith turned your doubt into hoping can't deny it now i'm all alone and my joys turn to moping tell me   where are you now that i need you where are you now where are you now that i need you couldn't find you anywhere when you broke down i didn't leave you i was by your side so where are you now that i need you i need you the most,0.003,0.006,0.045,0.066,0.009,0.063,0.036,0.441,0.029,0.012,0.019,0.006,0.004,0.009,0.002,0.002,0.003,0.003,0.01,0.004,0.019,0.002,0.004,0.003,0.003,0.024,0.003,0.189
Justin Bieber,Hey Girl (Unreleased),oh yeah   ever since i met you babe i couldn't fight this feeling oh no i'm the type to give you everything i have she's priceless for real oh you don't ever have to do a thing but give me all your love and affection oh you have something going for yourself that's the type of girl for me  pre take you on a trip right by my side to a special place where we belong so many things that are on my mind can't wait to get you all alone   hey girl you're something out a magazine you're something on a movie screen hey girl i need you more than words can say hey girl you're something like a silhouette what you see is what you get hey girl i need you more than words can say   ever since you looked into my eyes nothing seems to phase me oh there's no one who ever satisfied stolen love can make me oh fell the way you do its something in the way you do the way you move your body girl  pre take you on a trip right by my side to a special place where we belong so many things that are on my mind can't wait to get you all alone   hey girl you're something out a magazine you're something on a movie screen hey girl i need you more than words can say hey girl you're something like a silhouette what you see is what you get hey girl i need you more than words can say   ever since i met you baby i couldn't fight this feeling oh no i'm the type to give you everything i have she's priceless for real oh you don't ever have to do a thing but give me all your love and affection oh you have something going for yourself that's the type of girl for me  pre take you on a trip right by my side to a special place where we belong so many things that are on my mind can't wait to get you all alone   hey girl you're something out a magazine you're something on a movie screen hey girl i need you more than words can say hey girl you're something like a silhouette what you see is what you get hey girl i need you more than words can say,0.116,0.01,0.076,0.132,0.028,0.003,0.012,0.012,0.004,0.094,0.192,0.032,0.015,0.072,0.01,0.016,0.003,0.009,0.029,0.006,0.003,0.009,0.038,0.009,0.002,0.011,0.333,0.098
Justin Bieber,Never Let You Go,they say that hate has been sent so let loose the talk of love before they outlaw the kiss baby give me one last hug there's a dream that i've been chasing want so badly for it to be reality and when you hold my hand then i understand that it's meant to be cause baby when you're with me   it's like an angel came by and took me to heaven like you took me to heaven girl cause when i stare in your eyes it couldn't be better i don't want you to go oh no so let the music blast we gon' do our dance bring the doubters on they don't matter at all cause this life's too long and this love's too strong so baby know for sure that i'll never let you go   i got my favorite girl not feeling no pain no fear don't have a care in the world why would i when you are here there's a moment i've been chasing and i finally caught it out on this floor baby there's no hesitation no reservation by taking a chance and more oh no because   it's like an angel came by and took me to heaven like you took me to heaven girl cause when i stare in your eyes it couldn't be better i don't want you to go oh no so let the music blast we gon' do our dance bring the doubters on they don't matter at all cause this life's too long and this love's too strong so baby know for sure that i'll never let you go  breakdown it's like an angel came by and took me to heaven like you took me to heaven girl cause when i stare in your eyes it couldn't be better i don't want you to go oh no so   take my hand let's just dance watch my feet follow me don't be scared girl i'm here if you didn't know this is love    shortened let the music blast we gon' do our dance bring the doubters on they don't matter at all cause this life's too long and this love's too strong so baby know for sure that i'll never let you go   so don't fear don't you worry 'bout a thing i am here right here i'll never let you go don't shed a tear whenever you need me i'll be here i'll never let you go oh no oh no oh i'll never let you go oh no oh no oh i'll never let you go,0.009,0.006,0.008,0.013,0.023,0.02,0.002,0.003,0.016,0.007,0.003,0.002,0.001,0.021,0.004,0.001,0.002,0.031,0.096,0.003,0.008,0.003,0.011,0.002,0.001,0.022,0.004,0.77
Justin Bieber,Heroine (Let’s Stay Together),justin bieber  cody simpson oh oh oh oh oh no oh no babe   cody simpson i said last time was the last time that i messed up again am i addicted to losing promised i wouldn't lie but i went and lied girl i f'ed up again am i stupid or something   cody simpson girl your love is all i know is all i know girl your heart is all i want i won't let go i don't want to lose you girl not now not ever i'm ain't tryna lose you girl so let's stay together   justin bieber that time was a pastime then we tried love again cause i missed you so bad i don't wanna move on so you know it's on won't do you wrong again baby you give me just one chance   justin bieber cause your love is all i know is all i know and your heart is all i want and i won't let go ain't tryna lose you girl not now not ever i'm not gonna lose you girl so let's stay together  refrain justin bieber ohohohohohohoh together ohohohohohohoh together ohohohohohohoh ohohohohohohoh   cody simpson   justin bieber cause your love is all i know is all i know and your heart is all i want i won't let go i don't wanna lose you girl not now not ever i ain't tryna lose you girl so let's stay together  refrain justin bieber ohohohohohohoh together ohohohohohohoh together ohohohohohohoh ohohohohohohoh,0.002,0.008,0.055,0.119,0.007,0.004,0.032,0.019,0.004,0.242,0.099,0.016,0.02,0.005,0.003,0.002,0.005,0.002,0.01,0.006,0.005,0.003,0.025,0.003,0.009,0.313,0.013,0.158
Justin Bieber,Pray,oh oh oh whoa oh oh oh whoa oh oh oh whoa and i pray   i just can't sleep tonight knowing that things ain't right it's in the papers it's on the tv it's everywhere that i go children are crying soldiers are dying some people don't have a home  pre but i know there's sunshine behind that rain i know there's good times beyond that pain hey can you tell me how i can make a change   i close my eyes and i can see a brighter day i close my eyes and pray i close my eyes and i can see a better day i close my eyes and pray   i lose my appetite knowing kids starve tonight am i a sinner cause some of my dinner is still there on my plate ooh i got a vision to make a difference and it's starting today  pre cause i know there's sunshine behind that rain i know there's good times beyond that pain heaven tell me how i can make a change   i close my eyes and i can see a brighter day i close my eyes and pray i close my eyes and i can see a better day i close my eyes and   i pray for the brokenhearted i pray for the life not started i pray for all the lungs not breathing i pray for all the souls in need i pray can you give 'em one today i just can't sleep tonight can someone tell me how to make a change   i close my eyes and i can see a brighter day i close my eyes and pray i close my eyes and i can see a better day i close my eyes and   i pray i pray i pray i close my eyes and pray pray,0.036,0.008,0.005,0.019,0.023,0.016,0.009,0.018,0.019,0.057,0.025,0.004,0.009,0.498,0.019,0.017,0.005,0.05,0.005,0.019,0.032,0.01,0.063,0.02,0.004,0.032,0.266,0.132
Justin Bieber,Down to Earth,i never thought that it'd be easy 'cause we both so distant now and the walls are closing in on us and we're wondering how no one has a solid answer but just walking in the dark and you can see the look on my face it just tears me apart  pre so we fight through the hurt and we cry and cry and cry and cry then we live and we learn and we try and try and try and try   so it's up to you and it's up to me that we meet in the middle on our way back down to earth down to earth down to earth on our way back down to earth back down to earth back down to earth back down to earth back down to earth back down to earth back down to earth back down to earth back down to earth   and mommy you were always somewhere and daddy i live out of town so tell me how could i ever be normal somehow you tell me this is for the best so tell me why am i in tears woah so far away and now i just need you here  pre so we fight through the hurt and we cry and cry and cry and cry then we live and we learn and we try and try and try and try   so it's up to you and it's up to me that we meet in the middle on our way back down to earth down to earth down to earth on our way back down to earth back down to earth back down to earth back down to earth back down to earth back down to earth back down to earth back down to earth back down to earth   we fell so far away from where we used to be now we're standing and where do we go when there's no road to get to your heart let's start over again   so it's up to you and it's up to me that we meet in the middle on our way back down to earth down to earth down to earth on our way back down to earth   i never thought that it'd be easy 'cause we both so distant now and the walls are closing in on us and we're wondering how,0.016,0.018,0.01,0.016,0.005,0.002,0.072,0.188,0.004,0.011,0.008,0.005,0.006,0.053,0.006,0.01,0.003,0.016,0.005,0.003,0.007,0.002,0.04,0.004,0.002,0.005,0.751,0.121
Justin Bieber,Always*,ripped denim baby how'd you fit 'em baby dipped in venom baby killin' 'em killin' 'em?baby always?try long but?you better than them baby rightin' all?my wrongs for you with precision baby  pre i gotta draw the line i cannot waste this time now that i made your mind i gotta make sure you're always mine mm   where you goin' don't go far love blessings sent to me that's what you are love ride through life for me hop in the car love blessings sent to me that's what you are where you goin' don't go far love blessings sent to me that's what you are love ride through life for me hop in the car love blessings sent to me that's what you are   you know you're my baby baby mami milk with the honey mean it when i say it don't be lookin' at me funny scared 'cause you love me care 'cause you trust me never ever break that baby trust me you can trust me  pre i know how to draw the line i cannot waste no time now that i made your mind oh yeah i gotta make sure you're always mine oh yeah   where you goin' don't go far love blessings sent to me that's what you are love ride through life for me hop in the car love blessings sent to me that's what you are where you goin' don't go far love blessings sent to me that's what you are love ride through life for me hop in the car love blessings sent to me that's what you are  pre i know how to draw the line i cannot waste no time now that i made your mind oh i gotta make sure you're always mine mm   where you goin' don't go far love blessings sent to me that's what you are love ride through life for me hop in the car love blessings sent to me that's what you are ooh where you goin' don't go far love blessings sent to me that's what you are love ride through life for me hop in the car love blessings sent to me that's what you are   yeahyeahyeah yeahyeahyeah yeahyeahyeah yeahyeahyeah yeahyeahyeah yeahyeahyeah yeahyeahyeah yeahyeahyeah,0.004,0.009,0.03,0.029,0.003,0.003,0.164,0.505,0.001,0.003,0.006,0.005,0.002,0.004,0.002,0.001,0.001,0.002,0.003,0.001,0.002,0.001,0.003,0.001,0.001,0.006,0.01,0.47
Justin Bieber,U Smile,i'd wait on you forever and a day hand and foot your world is my world yeah ain't no way you're ever gon' get any less than you should   'cause baby you smile i smile oh 'cause whenever you smile i smile hey hey hey   your lip's my biggest weakness shouldn't have let you know i'm always gonna do what they say hey if you need me i'll come running from a thousand miles away   when you smile i smile oh woah you smile i smile hey   baby take my open heart and all it offers 'cause this is as unconditional as it'll ever get you ain't seen nothing yet i won't ever hesitate to give you more   'cause baby you smile i smile whoa you smile i smile hey hey hey you smile i smile i smile i smile i smile you smile i smile make me smile baby   baby you won't ever want for nothing you are my ends and my means now with you there's no in between i'm all in 'cause my cards are on the table and i'm willing and i'm able but i fold to your wish cause it's my command hey hey hey   you smile i smile whoa you smile i smile hey hey hey you smile i smile i smile i smile i smile you smile i smile oh   you smile i smile you smile i smile,0.012,0.014,0.055,0.109,0.019,0.013,0.003,0.006,0.029,0.01,0.023,0.003,0.001,0.036,0.002,0.001,0.002,0.012,0.003,0.002,0.035,0.003,0.011,0.003,0.001,0.002,0.017,0.726
Justin Bieber,Stuck In the Moment,with you with you i wish we had another time i wish we had another place   now romeo and juliet bet they never felt the way we felt bonnie and clyde never had to hide like we do we do you and i both know it can't work it's all fun and games 'til someone gets hurt and i don't i won't let that be you  pre now you don't want to let go and i don't want to let you know that there might be something real between us two who knew now we don't want to fall but we're tripping in our hearts and it's reckless and clumsy cause i know you can't love me here   i wish we had another time i wish we had another place but everything we have is stuck in the moment and there's nothing my heart can do to fight with time and space cause i'm still stuck in the moment with you   see like adam and eve tragedy was our destiny like sonny and cher i don't care i've got you baby see we both fighting every inch of our fiber cause ain't no way it's going to end right but we are both too foolish to stop  pre now you don't want to let go and i don't want to let you know that there might be something real between us two who knew now we don't want to fall but we're tripping in our hearts and it's reckless and clumsy cause i know you can't love me here   i wish we had another time i wish we had another place but everything we have is stuck in the moment and there's nothing my heart can do to fight with time and space cause i'm still stuck in the moment with you   see like just because this cold cruel world saying we can't be baby we both have the right to disagree and i ain't with it and i don't want to be so old and grey reminiscing about these better days but convention's telling us to let go so we'll never know  breakdown i wish we had another time i wish we had another place cause everything we did and everything we have is stuck in the moment yeah   i wish we had another time i wish we had another place but everything we have is stuck in the moment and there's nothing my heart can do to fight with time and space cause i'm still stuck in the moment with you,0.015,0.04,0.015,0.027,0.023,0.052,0.005,0.008,0.681,0.02,0.013,0.007,0.004,0.017,0.01,0.009,0.005,0.021,0.049,0.01,0.198,0.006,0.01,0.005,0.006,0.017,0.005,0.076
Justin Bieber,She Don’t Like the Lights,she don't like the flash wanna keep us in the dark she don't like the fame hate it when we're miles apart  pre and she getting to the point where it's too much for her gonna throw us all away cause it's too much for her she can't hide away cause the world knows who we are   she don't like the lights whoah she don't she don't she don't she don't like the lights whoah she don't she don't she don't don't wanna share with no one else want me to herself don't want no love in front of the camera she don't like the lights whoah she don't she don't she don't she don't like the lights whoah   now she's giving ultimatums she don't like this life she said if i loved her i'd give it up won't think twice i can't do that  pre and it's getting to the point where it's too much for her wanna throw it all away cause it's too much for she don't wanna live this life damn that's why i love her   she don't like the lights whoah she don't she don't she don't she don't like the lights whoah she don't she don't she don't don't wanna share with no one else want me to herself don't want no love in front of the camera she don't like the lights whoah she don't she don't she don't she don't like the lights   how can i choose between the two when all the lights are all i know i wish she could see how good this can be i hope that she waits a little bit longer cause i don't wanna live life without her by my side cause she gives the light that's in me but she don't know whoah she don't know whoah   she don't like the lights the lights the lights the lights whoah she don't like the lights whoah she don't like the lights no she don't like the lights,0.003,0.002,0.034,0.084,0.02,0.007,0.005,0.002,0.003,0.011,0.217,0.012,0.002,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.004,0.001,0.006,0.001,0.001,0.003,0.002,0.688
Justin Bieber,Favorite Girl,i always knew you were the best the coolest girl i know so prettier than all the rest the star of my show so many times i wished you'd be the one for me but never knew you'd get like this girl what'd you do to me  pre you're who i'm thinking of and girl you ain't my runnerup and no matter what you're always number one   my prize possession one and only adore you girl i want you the one i can't live without that's you that's you you're my special little lady the one that makes me crazy of all the girls i've ever known it's you it's you my favorite my favorite my favorite my favorite girl my favorite girl   you're used to going out your way to impress these mr wrongs but you can be yourself with me i'll take you as you are i know they said believe in love it's a dream that cant be real so girl let's write a fairytale and show 'em how we feel  pre you're who i'm thinking of and girl you ain't my runnerup and no matter what you're always number one   my prize possession one and only adore you girl i want you the one i can't live without that's you that's you you're my special little lady the one that makes me crazy of all the girls i've ever known it's you it's you i want you it's you it's you my favorite my favorite my favorite my favorite girl my favorite girl   you take my breath away with everything you say i just want to be with you my baby my baby ohoh promise i'll play no games treat you no other way than you deserve 'cause you're the girl of my dreams  breakdown my prize possession one and only adore you girl i want you the one i can't live without that's you that's you you're my special little lady the one that makes me crazy of all the girls i've ever known it's you it's you   my prize possession one and only adore you girl i want you i want you oh the one i can't live without that's you that's you you're my special little lady my special little lady the one that makes me crazy the one that makes me crazy of all the girls i've ever known it's you it's you you're my favorite girl my favorite my favorite favorite girl my favorite my favorite girl favorite girl my favorite girl favorite girl my favorite my favorite favorite girl my favorite my favorite girl favorite girl my favorite girl favorite girl,0.494,0.006,0.002,0.005,0.051,0.027,0.001,0.002,0.027,0.003,0.004,0.002,0.001,0.027,0.002,0.022,0.001,0.244,0.042,0.002,0.053,0.006,0.005,0.005,0.002,0.001,0.002,0.023
Justin Bieber,Thought of You,girl i've been fooled by your smile i was mistaken by the way you love me we let it stray for a while yeah looks so deceiving you convinced me yeah  pre so clear to me now can't explain what you're doing to me yeah aye i did but i don't know how it's gon' take some time but i'll figure it out why should we fight the feeling let's just live in the moment though it's infatuation i'm good with that   cause i'm in love with the thought of you with the thought of you with the thought of you i'm in love with the thought of you not the things you do but the thought of you girl i'm in love with the thought of you you you girl i'm in love with the thought of you you you love with the thought of you   i fell victim to your style it's so amazing girl you're in your own league rather be stuck in denial yeah then tryna be without you girl girl girl girl  pre so clear to me now can't explain what you're doing to me yeah aye i did but i don't know how it's gon' take some time but i'll figure it out why should we fight the feeling let's just live in the moment though it's infatuation i'm good with that   cause i'm in love with the thought of you with the thought of you with the thought of you i'm in love with the thought of you not the things you do but the thought of you girl i'm in love with the thought of you you you girl i'm in love with the thought of you you you girl i'm in love with the thought of you you you girl i'm in love with the thought of you  pre so clear to me now can't explain what you're doing to me yeah aye i did but i don't know how it's gon' take some time but i'll figure it out why should we fight the feeling let's just live in the moment though it's infatuation i'm good with that   cause i'm in love with the thought of you with the thought of you with the thought of you i'm in love with the thought of you not the things you do but the thought of you you you you girl i'm in love with the thought of you you you i'm in love with the thought of you not the things you do but the thought of you   you you you girl i'm in love with the thought of you you you,0.016,0.009,0.017,0.04,0.024,0.009,0.011,0.006,0.005,0.036,0.018,0.004,0.005,0.01,0.009,0.003,0.002,0.007,0.603,0.005,0.009,0.003,0.03,0.002,0.001,0.019,0.021,0.151
Justin Bieber,One Love,ohayeohaye ohayeohaye ohayeohaye yeah yeah yeah yeah   i won't let the night stand in my way i know what i want i know what i can yeah i'm only here to find you you all i need is you by my side all i wanna do is lay down next you   'cause all i need is one love one love one heart 'cause all i need is one love one love one heart baby give it to me 'cause i don't wantwant nobody when i gotgot your body baby nononobody has got what i need 'cause i don't wantwant nobody when i gotgot your body baby nononobody has got what i need tonight   see i've made mistakes time after time time time but no not today won't leave 'til i find what i'm looking for i'm only here to find you you all i need is you by my side all i wanna do is dance under the moon   'cause all i need is one love one love one heart 'cause all i need is one love one love one heart baby give it to me 'cause i don't wantwant nobody when i gotgot your body baby nononobody has got what i need 'cause i don't wantwant nobody when i gotgot your body baby nononobody has got what i need tonight   your love is like a roller coaster the way that you take my breath away it feels like i'm slowly falling deeper and deeper deeper and deeper   'cause all i need is one love one love one heart 'cause all i need is one love one love one heart baby give it to me 'cause i don't wantwant nobody when i gotgot your body baby nononobody has got what i need 'cause i don't wantwant nobody when i gotgot your body baby nononobody has got what i need tonight 'cause i don't wantwant nobody when i gotgot your body baby nononobody has got what i need 'cause i don't wantwant nobody when i gotgot your body baby nononobody has got what i need tonight,0.005,0.004,0.004,0.021,0.079,0.001,0.068,0.008,0.001,0.011,0.048,0.002,0.002,0.011,0.001,0.001,0.0,0.005,0.002,0.001,0.004,0.001,0.078,0.002,0.001,0.002,0.064,0.465
